YEAR,"CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male",HISPANIC OR LATINO AND RACE!!Total population,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,"HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Race alone or in combination with one or more other races!!Total population,Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population!!Asian,Race alone or in combination with one or more other races!!Total population!!Black or African American,Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Race alone or in combination with one or more other races!!Total population!!Some other race,Race alone or in combination with one or more other races!!Total population!!White,RACE!!Total population,RACE!!Total population!!One race,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Asian!!Asian Indian,RACE!!Total population!!One race!!Asian!!Chinese,RACE!!Total population!!One race!!Asian!!Filipino,RACE!!Total population!!One race!!Asian!!Japanese,RACE!!Total population!!One race!!Asian!!Korean,RACE!!Total population!!One race!!Asian!!Other Asian,RACE!!Total population!!One race!!Asian!!Vietnamese,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,RACE!!Total population!!One race!!Some other race,RACE!!Total population!!One race!!White,RACE!!Total population!!One race.1,RACE!!Total population!!Two or more races,RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and Asian,RACE!!Total population!!Two or more races!!White and Black or African American,RACE!!Total population!!Two or more races.1,SEX AND AGE!!Total population,SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!18 years and over.1,SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over.1,SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!Under 5 years,Total housing units,Zipcode
2020,17637,9190,8447,24865,1470,24,1065,367,14,23395,29,2481,143,51,138,1223,1023,200,19330,24865,285,3270,362,154,647,21585,24865,23497,38,0,0,0,0,2481,826,751,411,184,78,201,30,143,51,0,0,30,21,311,20473,23497,1368,0,212,498,111,1368,24865,1643,1422,19938,19400,10035,9365,93.3,19400,912,18714,2958,3797,3736,1422,1956,1857,4743,2131,3628,2040,1588,77.8,3628,922,575,12677,12188,40.8,96.1,5465,1534,10030,98072
2020,15893,7816,8077,29349,881,10,383,488,0,28468,34,10244,252,62,51,1275,1199,76,16550,29349,118,11185,438,140,281,18607,29349,27938,34,0,0,0,0,10244,5714,3385,97,163,300,392,193,252,62,62,0,0,0,86,17260,27938,1411,0,84,868,186,1411,29349,2947,2179,21135,20153,9941,10212,102.7,20153,964,19461,2527,5633,5437,2516,1698,1353,2947,1393,2059,1067,992,93,2059,582,84,15122,14227,38.1,94.1,9196,2036,9779,98074
2020,14082,7074,7008,24435,763,0,420,332,11,23672,101,8123,287,43,155,912,793,119,14051,24435,362,8628,449,83,378,15560,24435,23500,163,63,0,0,0,8133,2976,3576,86,145,749,541,60,287,43,0,40,0,3,236,14638,23500,935,0,121,465,89,935,24435,2733,2236,18426,17232,8720,8512,97.6,17232,753,16574,1587,4066,5091,1571,1584,1494,3100,1484,2192,1255,937,74.7,2192,462,246,12552,11883,40.9,94.7,7203,1128,8096,98075
2020,10355,4984,5371,14407,989,0,760,187,42,13418,0,1150,53,0,7,781,753,28,11427,14407,73,1778,183,57,576,12875,14407,13352,0,0,0,0,0,1183,383,490,155,88,22,45,0,53,0,0,0,0,0,285,11831,13352,1055,0,73,515,39,1055,14407,815,937,11552,11071,5235,5836,111.5,11071,735,10676,1394,1849,2150,654,1112,1691,2947,1557,1953,892,1061,118.9,1953,368,28,6969,7438,43.6,106.7,3336,1117,4953,98077
2020,25895,13033,12862,41594,6708,22,4094,2173,419,34886,71,8456,2660,309,141,2292,2119,173,20957,41594,588,10307,3803,847,4859,25461,41594,37896,140,14,0,0,0,8531,765,758,1658,252,1881,2062,1155,2681,309,119,95,39,56,3619,22616,37896,3698,11,259,825,530,3698,41594,2983,1945,32232,31499,16035,15464,96.4,31499,2866,30217,8695,6583,4624,2890,2363,2262,4652,2079,3256,1720,1536,89.3,3256,859,318,20571,21023,33.3,102.2,10095,3127,15654,98087
2020,31614,16257,15357,48962,6599,53,5624,614,308,42363,1997,6343,2017,946,109,3325,3180,145,27626,48962,3224,8703,3016,1332,3298,34673,48962,44461,2095,3,0,6,9,6346,1232,620,1412,252,836,1277,717,2038,946,174,1,663,108,2241,30795,44461,4501,124,645,1405,406,4501,48962,3676,3049,37302,35823,18202,17621,96.8,35823,3280,34254,7129,7465,6114,3698,2766,2963,6645,3559,5301,2995,2306,77,5301,1375,367,24623,24339,35.2,98.8,13139,3521,17261,98092
2020,10928,5177,5751,14380,825,24,424,374,3,13555,47,3900,953,0,0,813,755,58,7842,14380,230,4424,1265,130,349,9210,14380,13357,54,0,0,0,10,3981,1699,1481,273,40,304,136,48,953,0,0,0,0,0,131,8238,13357,1023,35,67,325,202,1023,14380,50,64,14026,14010,6308,7702,122.1,14010,1377,13861,5236,2140,1553,119,773,873,2586,771,2010,1247,763,61.2,2010,830,409,6556,7824,35.3,119.3,370,185,11781,98101
2020,22241,10326,11915,25887,1351,62,679,599,11,24536,119,3653,667,152,49,1826,1790,36,18070,25887,437,4938,1006,332,454,20928,25887,23716,119,0,0,0,0,3653,1049,1350,178,194,450,200,232,667,152,0,0,15,137,241,18884,23716,2171,0,274,1165,327,2171,25887,488,188,24532,24490,11237,13253,117.9,24490,1849,24324,11471,4485,2877,362,1000,737,2295,1332,1981,1140,841,73.8,1981,470,179,11849,14038,33.3,118.5,1397,449,16947,98102
2020,43083,22331,20752,54194,3345,320,1600,1293,132,50849,100,5406,1236,115,123,3170,3149,21,40699,54194,817,8119,1917,403,1396,46305,54194,49674,122,0,0,0,2,5432,794,1452,413,936,807,802,228,1280,115,10,53,44,8,628,42097,49674,4520,16,574,2318,421,4520,54194,1694,1595,47306,46706,24334,22372,91.9,46706,4103,45911,16389,9047,5798,2169,2533,2385,7248,3859,5895,3113,2782,89.4,5895,1257,779,28202,25992,33.7,92.2,7488,2586,27702,98103
2020,12435,4887,7548,15155,1207,49,460,552,146,13948,115,4097,1276,43,49,945,937,8,7423,15155,523,4638,1678,114,600,8838,15155,14024,125,0,0,20,0,4157,226,2175,407,252,326,320,451,1328,43,0,5,0,38,470,7901,14024,1131,125,215,378,145,1131,15155,171,183,14781,14711,5684,9027,158.8,14711,1175,14632,4814,2337,1502,26,1026,789,3508,1416,3019,1649,1370,83.1,3019,974,629,5914,9241,38.7,156.3,444,113,9608,98104
2020,37985,18348,19637,52290,2996,73,1563,1150,210,49294,427,12815,1299,173,88,3285,3112,173,31207,52290,1208,15247,1956,490,1388,36220,52290,48497,443,0,0,0,16,12873,1694,6467,680,512,1671,1108,741,1326,173,0,53,44,76,953,32729,48497,3793,14,556,1854,352,3793,52290,1472,9303,47232,46578,22230,24348,109.5,46578,14387,33530,9926,4258,3694,1768,1168,1219,4437,2157,3651,1958,1693,86.5,3651,1181,313,25124,27166,23.5,108.1,5712,1444,18943,98105
2020,19807,10419,9388,27997,4536,98,3400,882,156,23461,184,4358,3567,453,220,2440,2384,56,12239,27997,907,5719,4928,663,3094,16309,27997,24705,222,0,6,0,0,4497,175,586,1250,148,288,685,1365,3618,453,14,12,394,33,2553,13362,24705,3292,102,501,814,924,3292,27997,1291,1143,22872,22409,11555,10854,93.9,22409,1748,21759,6241,4284,3287,1871,1697,1600,4023,1902,3094,1946,1148,59,3094,746,446,14039,13958,34.9,99.4,5588,1741,11798,98106
2020,22456,11862,10594,28025,1802,99,1090,574,39,26223,63,3508,261,0,89,1578,1541,37,20724,28025,438,4548,852,0,584,23833,28025,26018,77,0,0,0,30,3508,340,1771,327,162,382,325,201,261,0,0,0,0,0,283,21889,26018,2007,0,114,971,374,2007,28025,745,630,25011,24766,12870,11896,92.4,24766,1646,24258,9372,5245,3018,751,1418,870,3481,1916,2955,1968,987,50.2,2955,794,245,14334,13691,34.4,95.5,3259,1375,15545,98107
2020,15979,8241,7738,24034,3130,43,2227,784,76,20904,131,9085,3871,52,160,1540,1514,26,6065,24034,1368,9949,4830,260,1619,8246,24034,22112,662,0,0,0,0,9175,80,4093,1929,387,100,943,1643,4027,72,4,30,0,38,1349,6827,22112,1922,201,314,440,253,1922,24034,1505,1201,19122,18583,9443,9140,96.8,18583,1621,17747,3755,3534,3357,1743,1267,1283,4228,2018,3449,1918,1531,79.8,3449,1076,355,12187,11847,37.1,97.2,5451,1319,9080,98108
2020,22925,11052,11873,31011,1838,16,993,457,372,29173,65,6969,931,39,60,1670,1647,23,19439,31011,546,8133,1506,109,540,22598,31011,28826,92,0,0,0,0,6988,3382,1934,394,443,387,361,87,985,39,0,0,32,7,205,20517,28826,2185,17,267,924,420,2185,31011,377,555,28889,28768,13646,15122,110.8,28768,2675,28397,13925,4370,2705,778,814,1490,3133,1274,2437,1305,1132,86.7,2437,575,588,14688,16323,31,111.1,2243,885,20511,98109
2020,18800,9865,8935,24859,793,36,444,177,136,24066,80,730,94,9,120,1117,1066,51,21916,24859,319,1264,503,125,404,23577,24859,23609,80,0,0,0,0,739,115,197,115,137,134,41,0,94,9,0,9,0,0,276,22411,23609,1250,20,178,450,319,1250,24859,1757,1467,20011,19364,10170,9194,90.4,19364,607,18876,1404,2778,3548,1576,1894,2194,7907,4633,6571,3272,3299,100.8,6571,1563,375,12745,12114,49.7,95,5495,1063,10870,98110
2020,20428,10039,10389,25694,1078,121,468,475,14,24616,29,1570,735,0,106,1514,1493,21,20662,25694,259,2449,1284,153,320,22863,25694,24117,42,0,0,0,0,1570,211,496,123,228,108,217,187,775,24,0,0,24,0,269,21437,24117,1577,122,74,806,355,1577,25694,978,1376,22197,21530,10681,10849,101.6,21530,1770,20765,4825,3685,4057,1189,1591,1270,4616,2761,3857,1988,1869,94,3857,719,377,12658,13036,39.3,103,4164,1096,12321,98112
2020,42086,21452,20634,55519,2313,36,1085,1104,88,53206,48,7018,1145,46,172,2968,2823,145,41809,55519,734,9072,1725,174,1327,46171,55519,52117,90,0,0,5,0,7043,1045,3156,630,442,542,830,398,1180,46,0,22,24,0,812,42946,52117,3402,0,492,1662,470,3402,55519,2605,2116,46325,45250,23071,22179,96.1,45250,3675,44118,11162,8316,7297,3445,3822,2872,9191,4942,7421,3979,3442,86.5,7421,1561,918,28328,27191,37,96,10269,2788,24209,98115
2020,22474,10930,11544,28705,1586,115,740,573,158,27119,77,1393,920,31,0,1944,1902,42,22754,28705,462,2914,1375,196,481,25823,28705,26387,77,0,0,0,0,1450,93,274,375,54,208,228,218,920,31,9,21,0,1,225,23684,26387,2318,0,256,1297,239,2318,28705,1555,704,23975,23680,11664,12016,103,23680,1219,23268,5178,5276,4031,1365,1613,1885,5447,2340,4279,2321,1958,84.4,4279,1327,612,14441,14264,39.6,98.8,5025,1600,14187,98116
2020,27378,14036,13342,36647,1471,23,669,684,95,35176,185,2890,571,41,87,2276,2009,267,29126,36647,677,4221,1054,108,910,32277,36647,34133,203,17,0,0,0,2918,571,725,376,464,321,277,184,589,41,0,41,0,0,518,29864,34133,2514,1,387,1147,383,2514,36647,2088,1215,29760,28997,14771,14226,96.3,28997,1121,28516,5967,6931,5897,2353,2177,2099,5632,2982,4478,2438,2040,83.7,4478,972,524,18401,18246,39.4,99.2,7650,2321,15976,98117
2020,35168,17930,17238,49702,4262,76,2522,1402,262,45440,227,13658,11065,321,307,3459,3277,182,16403,49702,1690,15699,12990,516,2959,21057,49702,45495,470,150,0,0,0,13705,232,3086,3485,586,45,1767,4504,11244,321,126,11,98,86,2377,17378,45495,4207,170,540,1392,680,4207,49702,2705,2492,40883,39786,19796,19990,101,39786,2420,38520,9344,6557,7283,2437,3263,2917,8741,4179,7081,3990,3091,77.5,7081,1716,1186,24960,24742,38.3,99.1,9916,3203,19093,98118
2020,21533,11080,10453,26898,1863,86,1212,521,44,25035,297,3161,714,0,138,1851,1714,137,18874,26898,731,4244,1107,107,932,22141,26898,24699,297,0,0,0,0,3173,613,1056,207,250,421,471,155,714,0,0,0,0,0,451,20064,24699,2199,0,326,919,251,2199,26898,599,1508,23785,23595,12337,11258,91.3,23595,2256,21578,7221,4133,2978,1121,1493,1289,3867,1917,2951,1578,1373,87,2951,757,277,13784,13114,34.1,95.1,3303,1349,14700,98119
2020,14753,6458,8295,20534,1525,79,983,376,87,19009,16,5849,797,0,244,1088,987,101,11015,20534,317,6633,1155,54,632,13306,20534,19180,34,0,0,0,0,5878,2004,2140,122,332,850,340,90,836,0,0,0,0,0,427,12005,19180,1354,0,92,615,206,1354,20534,44,160,19970,19950,8565,11385,132.9,19950,1350,19757,8503,3356,2014,150,1153,1199,2923,1594,2235,910,1325,145.6,2235,455,186,8819,11715,34.4,132.8,584,370,14870,98121
2020,32976,16060,16916,41152,3275,41,1790,1301,143,37877,184,5134,4573,162,278,3152,2954,198,24394,41152,797,7330,5774,492,1785,29180,41152,37325,279,0,20,0,0,5152,971,1381,512,378,696,816,398,4625,171,1,27,0,143,1294,25804,37325,3827,36,241,1639,666,3827,41152,1149,2367,37391,36878,17452,19426,111.3,36878,5175,34351,14188,6405,3880,1182,1306,1474,3894,1859,2924,1500,1424,94.9,2924,694,371,19438,21714,31,111.7,4274,1102,22931,98122
2020,32090,16399,15691,44030,3181,12,1661,1407,101,40849,172,7490,3802,56,102,2499,2256,243,26728,44030,745,8842,4434,215,1745,31263,44030,40982,181,0,17,0,0,7499,489,2850,1065,335,897,1222,641,3808,56,0,0,56,0,983,28455,40982,3048,31,395,1175,491,3048,44030,1770,1410,37438,36984,18671,18313,98.1,36984,3307,35975,8774,6407,5289,1812,2571,2797,8988,3807,7206,4174,3032,72.6,7206,2074,1325,22316,21714,37.8,97.3,7046,2687,20946,98125
2020,17051,9164,7887,22681,1673,36,984,520,133,21008,54,2545,2822,25,54,1339,1283,56,14169,22681,645,3131,3578,101,810,16511,22681,20829,54,0,0,0,0,2545,122,383,487,183,438,454,478,3038,25,0,0,0,25,338,14829,20829,1852,99,339,371,277,1852,22681,1132,643,18589,18321,9863,8458,85.8,18321,719,18034,4124,4284,3492,1406,1234,1180,3765,1897,3080,1829,1251,68.4,3080,730,453,12069,10612,39.5,87.9,4360,1387,10959,98126
2020,36653,19329,17324,49476,4245,73,2642,1410,120,45231,141,7411,4701,279,282,2753,2744,9,29664,49476,977,9464,5680,692,1857,34607,49476,46172,141,0,0,10,0,7653,530,2297,1637,415,750,1336,688,4974,279,35,24,212,8,1442,31683,46172,3304,48,576,1322,465,3304,49476,1991,1876,42514,41728,21995,19733,89.7,41728,2658,40546,9292,7244,6300,1856,3453,2888,11007,4712,9157,5482,3675,67,9157,2623,1822,25834,23642,40.4,91.5,7748,2761,23359,98133
2020,733,165,568,779,72,0,49,10,13,707,16,110,90,0,0,52,52,0,439,779,46,139,129,0,21,520,779,705,16,0,0,0,9,110,0,19,23,29,0,38,1,90,0,0,0,0,0,15,474,705,74,28,0,29,9,74,779,0,17,771,771,165,606,367.3,771,59,748,180,103,66,0,117,26,221,159,203,43,160,372.1,203,19,25,173,606,49.4,350.3,8,8,235,98134
2020,13081,6394,6687,17083,1729,14,1359,356,0,15354,5,620,446,23,0,668,653,15,13592,17083,262,1095,753,38,724,15691,17083,15704,5,0,0,0,0,620,19,66,89,168,55,140,83,446,23,0,0,23,0,233,14377,15704,1379,0,152,414,206,1379,17083,584,503,14603,14350,7179,7171,99.9,14350,604,14172,2623,3246,2442,819,1422,1451,3261,1584,2395,1292,1103,85.4,2395,415,396,8465,8618,41.5,101.8,2733,994,8272,98136
2020,24520,11430,13090,33175,3775,98,2372,1172,133,29400,330,6753,5594,59,220,1918,1891,27,14526,33175,833,8104,6690,98,2485,17730,33175,30723,388,47,0,0,0,6798,522,2776,696,695,327,621,1161,5666,59,45,0,0,14,2087,15725,30723,2452,110,104,867,557,2452,33175,1431,1225,28458,27916,12889,15027,116.6,27916,1775,27364,7987,5197,4381,1546,1553,1186,6109,3391,5366,2949,2417,82,5366,1539,436,15442,17733,37.1,114.8,5259,1528,14927,98144
2020,17884,9090,8794,27622,6011,15,4657,1215,124,21611,284,4647,1790,161,271,1309,1258,51,13149,27622,904,5659,2179,238,3990,16574,27622,25823,536,0,0,0,0,4673,64,322,1289,178,63,902,1855,1817,173,14,0,108,51,3694,14930,25823,1799,29,224,879,213,1799,27622,1356,1627,22533,21815,10938,10877,99.4,21815,1366,21196,3970,4158,4162,1455,1867,1834,5073,2724,4005,2109,1896,89.9,4005,873,408,13700,13922,39.4,101.6,5807,1822,10958,98146
2020,7637,3688,3949,11514,3038,62,2263,488,225,8476,69,1443,1688,131,0,769,732,37,4376,11514,373,1867,2286,210,2164,6087,11514,10144,81,0,0,0,0,1443,62,23,301,105,70,662,220,1707,137,0,6,106,25,1750,5026,10144,1370,113,73,225,326,1370,11514,627,552,9067,8832,4288,4544,106,8832,857,8512,1895,1546,1435,712,718,687,1830,834,1524,830,694,83.6,1524,361,329,5773,5741,35.8,99.4,2682,961,4774,98148
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,98154
2020,25965,13617,12348,35420,2788,0,1801,921,66,32632,194,4608,1478,42,98,2205,2128,77,24007,35420,560,6180,1950,212,1749,27510,35420,32912,203,0,0,71,0,4622,356,1526,838,485,448,559,410,1486,55,12,16,21,6,1432,25114,32912,2508,0,225,1271,367,2508,35420,1703,1741,28842,28194,14877,13317,89.5,28194,1900,27433,5033,5161,5116,2341,2550,2178,7017,3484,5716,3338,2378,71.2,5716,1353,879,18748,16672,40.4,88.9,7226,1981,13850,98155
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,98158
2020,84,37,47,200,86,0,0,86,0,114,0,30,0,0,0,0,0,0,84,200,0,68,0,0,86,170,200,114,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,84,114,86,0,0,0,0,86,200,0,0,162,162,51,111,217.6,162,30,162,27,48,0,0,0,0,57,49,57,37,20,54.1,57,8,0,89,111,43.1,124.7,38,38,172,98164
2020,16074,7809,8265,21772,2902,31,1595,1057,219,18870,38,1514,839,47,13,1124,756,368,15295,21772,462,1893,1171,138,2097,17434,21772,20462,90,0,0,0,0,1514,20,68,316,154,16,388,552,869,47,0,0,0,47,1660,16282,20462,1310,21,216,262,178,1310,21772,1132,1003,18067,17604,8510,9094,106.9,17604,976,17177,2728,3424,2392,1155,1888,1726,5249,2448,4146,2264,1882,83.1,4146,955,743,10536,11236,43.2,106.6,4168,1202,9254,98166
2020,19967,9542,10425,33217,7492,33,5458,1887,114,25725,92,6980,4820,171,191,1572,1568,4,11899,33217,976,7713,5961,408,5006,16571,33217,30086,98,6,11,0,48,7014,632,243,890,116,194,2721,2218,4916,173,9,16,24,124,3691,14194,30086,3131,83,565,417,327,3131,33217,2078,2318,26338,25411,12258,13153,107.3,25411,1704,24224,5355,4929,4683,1878,1754,2002,5323,2726,4128,2240,1888,84.3,4128,1061,341,16199,17018,36.5,105.1,7806,2388,12053,98168
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,98174
2020,15397,8194,7203,20422,717,0,214,380,123,19705,140,1921,390,0,130,1015,959,56,16109,20422,296,2684,555,97,406,17702,20422,19216,140,15,0,0,0,1921,107,684,238,169,295,195,233,390,0,0,0,0,0,196,16569,19216,1206,0,91,616,119,1206,20422,1455,1055,16744,16150,8588,7562,88.1,16150,610,15852,1775,2948,3082,1119,1613,1432,5280,2786,4510,2357,2153,91.3,4510,1142,582,10542,9880,46.5,93.7,4272,823,8366,98177
2020,18244,9310,8934,26507,2329,37,1456,600,236,24178,101,7205,6064,318,177,1530,1408,122,8783,26507,481,8060,7367,462,1862,10247,26507,24691,183,0,0,0,0,7259,242,2000,1376,313,86,935,2307,6117,318,0,0,192,126,1603,9211,24691,1816,0,213,204,468,1816,26507,1464,1428,22117,21328,10795,10533,97.6,21328,1221,20814,4127,3430,4271,1469,1974,1728,5201,2785,4194,2381,1813,76.1,4194,862,547,13615,12892,41,94.7,5179,1201,10222,98178
2020,16288,7314,8974,25292,4460,45,3066,1171,178,20832,92,3303,6402,862,43,1567,1454,113,8563,25292,570,4254,7058,1218,3699,10600,25292,23364,92,0,19,0,0,3336,563,583,654,287,53,783,413,6478,921,51,8,107,755,3442,9095,23364,1928,35,254,434,433,1928,25292,1547,1215,20301,20024,9086,10938,120.4,20024,1555,19392,4620,3889,2853,1301,1733,1438,4218,2072,3465,1636,1829,111.8,3465,995,398,11209,14083,37.1,125.6,5268,1676,10716,98188
2020,51,27,24,51,27,0,0,27,0,24,0,0,0,0,0,0,0,0,24,51,0,0,0,0,27,24,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,51,0,0,0,0,0,0,51,0,0,51,51,27,24,88.9,51,0,51,27,24,0,0,0,0,0,0,0,0,0,-,0,0,0,27,24,-,88.9,0,0,0,98195
2020,24286,12492,11794,38699,8310,187,5360,2523,240,30389,139,4365,4417,1285,92,2555,2555,0,17536,38699,1062,5866,5249,1710,6509,22181,38699,35302,231,0,9,0,0,4365,643,468,1081,200,181,586,1206,4448,1285,0,16,401,868,5741,19232,35302,3397,108,617,956,374,3397,38699,2137,1798,30801,30138,15180,14958,98.5,30138,2083,29078,6570,6343,4320,2716,2009,2134,7327,3147,6096,3653,2443,66.9,6096,1604,1345,19625,19074,37.2,97.2,8561,2493,15224,98198
2020,16873,8321,8552,23444,1521,15,1143,310,53,21923,0,2685,368,79,158,1413,1344,69,17220,23444,215,3545,803,151,498,19893,23444,21884,25,0,0,0,0,2754,903,865,247,225,147,243,124,368,79,0,0,2,77,312,18346,21884,1560,0,107,695,386,1560,23444,1394,490,19049,18830,9098,9732,107,18830,802,18628,4327,4111,3735,1472,1305,1049,3958,2010,3374,1771,1603,90.5,3374,999,365,11442,12002,39,104.9,4614,1385,10834,98199
2020,24054,11475,12579,30645,2859,61,1827,749,222,27786,282,1332,816,592,107,1911,1784,127,22746,30645,1498,1846,1536,771,1035,26823,30645,28244,321,13,6,0,0,1343,453,111,264,114,71,165,165,878,592,0,61,518,13,579,24531,28244,2401,22,745,379,381,2401,30645,1444,1437,25926,25377,12097,13280,109.8,25377,1674,24520,5623,3794,4366,1499,2128,2352,6284,3183,4885,2570,2315,90.1,4885,1075,627,14430,16215,40.3,112.4,5268,1443,14325,98201
2020,25961,13080,12881,35901,5475,54,3475,1694,252,30426,169,3072,2203,169,56,1708,1662,46,23049,35901,1057,3880,3204,277,2300,28073,35901,33520,295,22,0,0,8,3122,243,299,745,135,106,1018,576,2203,184,0,15,169,0,1713,26003,33520,2381,22,513,350,574,2381,35901,2174,2021,29302,28613,14451,14162,98,28613,1822,27326,5734,4794,4498,1952,2993,3020,6423,2908,4781,2502,2279,91.1,4781,1096,777,18007,17894,39.4,99.4,7288,2112,14663,98203
2020,25870,12924,12946,44152,10965,0,9866,942,157,33187,374,6065,4202,351,68,2126,2041,85,20001,44152,1186,7209,5376,616,6014,27605,44152,40682,450,32,0,69,3,6140,596,120,1200,313,898,1114,1899,4276,351,112,0,178,61,4924,24541,40682,3470,38,517,561,856,3470,44152,3359,2447,34055,33003,16710,16293,97.5,33003,3947,31806,8327,5967,4671,3128,2382,2352,6012,2661,4618,2870,1748,60.9,4618,1225,732,22483,21669,32.4,96.4,11149,2954,18067,98204
